State,TimeStamp,EEG_F3_Alpha,EEG_F3_Beta,EEG_F3_Theta,ECG_Burg,ECG_TimeSeries,ECG_SDNN,PupilDiameter,ECG_SDSD,ECG_RMSSD
3,2015.09.30. 13:49:19,106690.0,4481.4,43236.0,4016.1,985.49,454.0,4.184915254237287,294.57,338.64
3,2015.09.30. 13:49:20,316860.0,11301.0,410100.0,3965.0,986.88,454.22,4.020169491525425,294.99,338.61
3,2015.09.30. 13:49:21,165410.0,18799.0,291470.0,3804.2,988.23,454.25,4.160593220338983,294.96,338.61
3,2015.09.30. 13:49:22,628980.0,23146.0,156160.0,3710.6,989.54,454.22,3.9844915254237265,294.77,338.58
3,2015.09.30. 13:49:23,1676600.0,33696.0,1613000.0,4529.1,990.48,454.11,3.8020338983050848,295.04,338.62
3,2015.09.30. 13:49:24,129210.0,9061.3,116370.0,4002.4,994.76,453.86,3.643983050847457,295.12,338.61
3,2015.09.30. 13:49:25,13268000.0,1693900.0,19359000.0,4331.0,998.28,453.76,3.8732203389830513,295.29,338.56
3,2015.09.30. 13:49:26,843630.0,44835.0,1949800.0,4324.3,1000.4,453.75,3.978220338983051,295.52,338.55
3,2015.09.30. 13:49:27,84358.0,3880.0,70782.0,4270.5,1004.3,453.64,3.885508474576273,296.44,338.02
3,2015.09.30. 13:49:28,118360.0,6846.1,66881.0,4323.9,1009.0,452.47,3.637416666666667,296.62,337.99
3,2015.09.30. 13:49:29,200950.0,8797.8,229520.0,4723.0,1013.1,451.55,3.731694915254237,297.02,337.92
3,2015.09.30. 13:49:30,99844.0,9949.0,104330.0,4622.1,1018.2,451.17,3.907288135593221,297.04,337.92
3,2015.09.30. 13:49:31,92052.0,13270.0,33385.0,3276.0,1022.6,450.82,4.105593220338982,297.02,337.92
3,2015.09.30. 13:49:32,108840.0,9414.0,54592.0,4212.0,1028.9,450.45,4.171610169491525,296.86,337.91
3,2015.09.30. 13:49:33,76050.0,4684.2,26792.0,4018.2,1015.6,450.13,4.285084745762712,297.1,337.75
3,2015.09.30. 13:49:34,89029.0,11632.0,65073.0,3864.3,977.09,448.53,4.362203389830509,296.75,337.83
3,2015.09.30. 13:49:35,110480.0,7989.5,22664.0,3914.7,913.85,447.07,4.287881355932204,297.35,337.75
3,2015.09.30. 13:49:36,107320.0,6717.3,51605.0,4729.2,882.17,446.32,4.034375000000001,297.6,337.68
3,2015.09.30. 13:49:37,212420.0,5218.5,32784.0,4475.5,881.2,444.79,4.074999999999999,297.93,337.61
3,2015.09.30. 13:49:38,42483.0,4340.9,71361.0,5522.9,879.3,442.56,4.046956521739131,298.18,337.52
3,2015.09.30. 13:49:39,47515.0,3761.7,68309.0,6242.0,877.67,440.92,3.7564406779661006,298.11,337.54
3,2015.09.30. 13:49:40,104150.0,11072.0,41700.0,6816.7,880.47,438.81,3.7587288135593218,297.89,337.44
3,2015.09.30. 13:49:41,74016.0,7646.7,104730.0,6640.3,882.84,436.3,4.040508474576272,297.51,337.7
3,2015.09.30. 13:49:42,172610.0,5810.6,92735.0,5287.5,883.55,432.86,4.217796610169492,287.06,320.46
3,2015.09.30. 13:49:43,203920.0,10407.0,128350.0,5907.5,883.26,431.15,4.230423728813561,262.12,287.52
3,2015.09.30. 13:49:44,103790.0,7662.3,38948.0,5858.8,881.74,385.91,3.998898305084746,232.19,250.24
3,2015.09.30. 13:49:45,183250.0,4435.0,39217.0,5190.0,880.79,174.03,4.11263888888889,162.13,172.58
3,2015.09.30. 13:49:46,198860.0,5340.7,125850.0,4778.4,880.84,26.671,4.140593220338983,18.964,28.937
3,2015.09.30. 13:49:47,187960.0,7683.6,55458.0,4635.4,881.09,26.193,4.121355932203391,19.266,29.189
3,2015.09.30. 13:49:48,168710.0,5224.8,126060.0,4795.8,880.83,24.021,3.8643220338983046,19.286,28.868
3,2015.09.30. 13:49:49,189030.0,7621.1,66767.0,5291.5,880.65,23.324,4.119655172413793,16.669,24.565
3,2015.09.30. 13:49:50,141530.0,8591.2,145710.0,5065.9,881.87,22.6,4.33508474576271,16.927,26.37
3,2015.09.30. 13:49:51,108260.0,4622.0,30225.0,4881.9,882.66,22.745,4.337249999999999,17.058,26.099
3,2015.09.30. 13:49:52,42997.0,7699.7,51656.0,5120.1,883.36,22.564,4.071016949152542,17.131,26.7
3,2015.09.30. 13:49:53,66254.0,9098.7,64556.0,5272.5,883.68,22.932,3.886864406779661,17.026,27.543
3,2015.09.30. 13:49:54,36626.0,13772.0,84012.0,4905.1,883.19,25.624,3.862999999999999,17.821,27.424
3,2015.09.30. 13:49:55,208170.0,5440.1,112910.0,5008.9,884.28,25.388,3.8107627118644083,17.601,29.165
3,2015.09.30. 13:49:56,126410.0,4151.6,44241.0,5076.3,883.75,25.419,3.8375423728813574,17.814,29.477
3,2015.09.30. 13:49:57,123270.0,9866.7,96153.0,4949.6,883.61,25.532,3.923220338983051,18.083,29.218
3,2015.09.30. 13:49:58,130900.0,5588.5,61644.0,4929.1,883.7,25.267,4.216271186440677,18.155,29.184
3,2015.09.30. 13:49:59,57471.0,6438.7,82669.0,5121.9,883.37,25.146,4.363050847457627,18.148,29.115
3,2015.09.30. 13:50:00,118390.0,5079.8,45356.0,5663.8,884.24,26.397,4.3272881355932205,18.478,29.577
3,2015.09.30. 13:50:01,55144.0,5403.9,46188.0,4408.6,883.22,27.327,4.122203389830508,18.43,29.512
3,2015.09.30. 13:50:02,35653.0,4545.8,28057.0,6142.2,881.89,27.789,4.045254237288135,18.468,29.59
3,2015.09.30. 13:50:03,91341.0,5394.1,75009.0,6408.2,882.08,28.0,4.001525423728814,18.499,29.544
3,2015.09.30. 13:50:04,29835.0,6562.6,78054.0,6759.1,880.17,28.105,4.26542372881356,18.475,29.823
3,2015.09.30. 13:50:05,130490.0,8020.2,55445.0,6828.1,879.61,27.717,4.253813559322035,18.3,29.122
3,2015.09.30. 13:50:06,48714.0,10407.0,46230.0,6603.4,879.55,27.597,4.1031355932203395,18.373,28.837
3,2015.09.30. 13:50:07,41732.0,11909.0,49433.0,4277.3,881.32,27.659,4.231525423728813,18.173,28.919
3,2015.09.30. 13:50:08,184350.0,7121.0,78655.0,5472.6,883.59,27.639,4.2841525423728815,18.378,28.757
3,2015.09.30. 13:50:09,92994.0,7537.2,48361.0,5118.4,885.35,27.556,4.34220338983051,18.348,28.64
3,2015.09.30. 13:50:10,163640.0,6365.1,35540.0,5225.8,887.52,27.875,4.270169491525424,18.513,28.596
3,2015.09.30. 13:50:11,67985.0,6386.4,83313.0,4426.8,888.77,27.723,4.182192982456139,18.63,29.096
3,2015.09.30. 13:50:12,125850.0,5194.1,17514.0,4774.8,888.55,26.693,4.032075471698113,16.045,25.869
3,2015.09.30. 13:50:13,45815.0,7210.0,103750.0,4550.8,887.98,26.47,4.144237288135593,15.435,25.018
3,2015.09.30. 13:50:14,67349.0,5908.3,88705.0,4442.0,887.74,27.739,4.105762711864407,15.338,24.698
3,2015.09.30. 13:50:15,176620.0,3870.6,52660.0,4570.1,889.0,28.274,3.9443220338983043,15.648,24.6
3,2015.09.30. 13:50:16,170950.0,11850.0,95929.0,4698.4,890.62,28.35,3.8629661016949135,16.637,24.594
3,2015.09.30. 13:50:17,170410.0,6886.0,54545.0,4196.7,891.42,27.709,3.869152542372882,16.287,26.504
3,2015.09.30. 13:50:18,60474.0,6969.6,45424.0,4386.8,891.16,27.461,4.028898305084747,16.06,25.898
3,2015.09.30. 13:50:19,75874.0,4577.8,64834.0,4290.8,891.21,28.928,4.042796610169492,15.781,26.135
3,2015.09.30. 13:50:20,106640.0,8236.6,15648.0,4463.4,891.81,30.864,4.030423728813558,16.303,26.07
3,2015.09.30. 13:50:21,152660.0,8370.6,59544.0,4120.8,892.12,30.617,3.837542372881355,15.209,25.362
3,2015.09.30. 13:50:22,138510.0,8120.4,143450.0,4018.6,891.22,30.424,3.8128813559322037,15.044,25.405
3,2015.09.30. 13:50:23,77291.0,10939.0,23677.0,3866.2,889.5,29.962,3.936101694915253,14.895,24.8
3,2015.09.30. 13:50:24,190100.0,9232.5,164850.0,3914.9,888.1,29.984,4.100338983050846,14.615,24.147
3,2015.09.30. 13:50:25,61789.0,7411.3,78352.0,4095.8,887.08,29.236,3.9961016949152532,14.359,23.402
3,2015.09.30. 13:50:26,138600.0,8185.1,71063.0,4106.7,886.88,26.387,4.110169491525426,12.884,21.56
3,2015.09.30. 13:50:27,342080.0,5738.2,146560.0,4270.0,886.81,26.199,4.153305084745763,12.902,21.737
3,2015.09.30. 13:50:28,277010.0,3993.8,110160.0,4587.8,886.36,26.179,4.076186440677963,12.692,21.792
3,2015.09.30. 13:50:29,67461.0,5698.9,72264.0,4567.7,886.9,26.189,3.9514406779661,12.531,21.824
3,2015.09.30. 13:50:30,45062.0,15343.0,9966.3,4012.8,887.05,26.643,3.9376271186440683,12.366,22.182
3,2015.09.30. 13:50:31,94346.0,7163.9,55686.0,3079.7,886.06,26.731,3.986186440677966,12.274,21.628
3,2015.09.30. 13:50:32,154450.0,4201.3,59156.0,8406.6,885.39,26.015,3.9633898305084734,12.002,21.662
3,2015.09.30. 13:50:33,104160.0,6696.6,85166.0,2517.9,883.34,25.478,4.044406779661017,12.237,22.05
3,2015.09.30. 13:50:34,149430.0,4473.0,62673.0,131200.0,880.31,25.448,4.1354999999999995,12.189,22.04
3,2015.09.30. 13:50:35,302400.0,6485.4,185030.0,29760.0,877.39,25.343,3.925423728813558,11.778,21.072
3,2015.09.30. 13:50:36,102920.0,8043.1,99966.0,26699.0,877.73,25.514,4.160084745762712,11.854,20.794
3,2015.09.30. 13:50:37,52988.0,4742.8,25587.0,24908.0,877.76,25.504,4.321610169491525,11.8,21.244
3,2015.09.30. 13:50:38,144260.0,8167.2,78465.0,31391.0,877.91,25.72,4.245338983050849,11.764,21.489
3,2015.09.30. 13:50:39,55132.0,8042.3,68189.0,41880.0,877.23,25.534,4.132033898305086,11.954,21.702
3,2015.09.30. 13:50:40,49526.0,9211.2,14031.0,54120.0,874.98,25.5,4.161949152542373,11.96,21.682
3,2015.09.30. 13:50:41,73481.0,7170.4,70982.0,56794.0,872.54,26.185,4.151186440677966,12.195,21.983
3,2015.09.30. 13:50:42,94286.0,4245.8,61658.0,56195.0,869.51,25.89,4.085254237288135,15.98,21.809
3,2015.09.30. 13:50:43,133140.0,6218.9,95032.0,54182.0,867.47,29.391,3.9264285714285703,15.877,26.074
3,2015.09.30. 13:50:44,56685.0,7811.5,36292.0,52806.0,865.42,34.198,3.9057627118644067,15.852,25.942
3,2015.09.30. 13:50:45,137810.0,6222.1,106600.0,51421.0,863.42,39.886,3.890338983050849,19.145,25.934
3,2015.09.30. 13:50:46,122870.0,7413.8,46073.0,51640.0,862.89,39.533,3.9668644067796617,19.404,29.756
3,2015.09.30. 13:50:47,295680.0,8897.6,131030.0,51471.0,861.77,39.511,4.158983050847458,19.352,29.756
3,2015.09.30. 13:50:48,55663.0,6609.9,23397.0,51609.0,860.81,39.389,4.3688983050847465,18.472,28.072
3,2015.09.30. 13:50:49,42317.0,4415.6,42199.0,52021.0,859.97,39.205,4.384661016949153,18.579,28.38
3,2015.09.30. 13:50:50,169860.0,6691.6,152480.0,52307.0,858.73,38.987,4.638050847457627,18.63,28.798
3,2015.09.30. 13:50:51,127270.0,7623.0,33717.0,52359.0,857.22,37.499,4.406779661016949,18.718,28.826
3,2015.09.30. 13:50:52,110510.0,6222.3,23363.0,52485.0,855.18,35.132,3.9877966101694904,18.293,27.719
3,2015.09.30. 13:50:53,116160.0,6362.8,65593.0,53061.0,853.3,35.059,4.008559322033899,18.3,27.772
3,2015.09.30. 13:50:54,90351.0,5874.9,35443.0,54881.0,851.96,34.34,4.020254237288135,18.335,27.771
3,2015.09.30. 13:50:55,86781.0,5253.2,50529.0,55271.0,850.97,33.97,3.9693220338983046,18.36,27.538
3,2015.09.30. 13:50:56,220080.0,6261.6,78178.0,55916.0,849.81,33.813,4.088474576271187,18.384,27.868
3,2015.09.30. 13:50:57,370790.0,11164.0,99068.0,58334.0,848.43,33.426,3.877166666666667,18.383,27.604
3,2015.09.30. 13:50:58,14263.0,5383.6,64755.0,63099.0,848.06,33.666,3.7366101694915246,18.452,27.278
3,2015.09.30. 13:50:59,226100.0,5167.6,77227.0,65788.0,847.05,33.041,3.8115254237288125,18.335,27.876
3,2015.09.30. 13:51:00,223670.0,4877.8,82480.0,97140.0,846.14,32.654,3.9183050847457612,18.556,28.103
3,2015.09.30. 13:51:01,8288000.0,1024500.0,11918000.0,190210.0,845.21,31.917,3.7385593220338986,18.725,27.798
3,2015.09.30. 13:51:02,2690000.0,159540.0,779140.0,130870.0,842.84,29.763,3.9143220338983036,18.785,27.667
3,2015.09.30. 13:51:03,185520.0,12207.0,72605.0,131690.0,838.87,28.429,3.862542372881357,18.717,27.706
3,2015.09.30. 13:51:04,227270.0,9886.3,33805.0,149490.0,840.29,27.264,3.813813559322034,18.69,27.349
3,2015.09.30. 13:51:05,116120.0,7837.1,48068.0,230060.0,864.01,27.136,4.107288135593219,18.577,27.485
3,2015.09.30. 13:51:06,17955.0,13097.0,105070.0,161080.0,870.14,27.224,3.9400847457627126,18.755,27.505
3,2015.09.30. 13:51:07,51651.0,11037.0,81565.0,162250.0,874.99,27.089,4.031538461538463,18.691,27.438
3,2015.09.30. 13:51:08,117240.0,11884.0,47943.0,161970.0,877.12,26.962,3.822372881355932,18.819,27.319
3,2015.09.30. 13:51:09,95174.0,10463.0,120740.0,161450.0,878.24,25.954,3.5786440677966103,18.813,27.054
3,2015.09.30. 13:51:10,172360.0,5541.9,102330.0,162910.0,878.83,25.727,3.952203389830509,18.813,27.042
3,2015.09.30. 13:51:11,146450.0,7358.3,213050.0,164360.0,877.68,24.729,4.164406779661015,19.304,27.25
3,2015.09.30. 13:51:12,215830.0,10154.0,60235.0,163610.0,877.85,24.566,4.01093220338983,21.956,28.142
3,2015.09.30. 13:51:13,101910.0,8241.3,40840.0,163070.0,878.7,31.941,4.114237288135593,38.645,31.149
3,2015.09.30. 13:51:14,198630.0,8753.9,64723.0,161220.0,879.32,34.967,3.84728813559322,112.18,46.015
3,2015.09.30. 13:51:15,49770.0,7764.7,85610.0,160500.0,880.45,132.45,3.9842372881355934,146.13,122.68
3,2015.09.30. 13:51:16,132550.0,10608.0,58353.0,161780.0,879.98,133.19,3.9572033898305072,145.95,161.4
3,2015.09.30. 13:51:17,90945.0,5108.4,61919.0,161300.0,879.85,131.96,3.8657547169811317,146.26,161.12
3,2015.09.30. 13:51:18,116620.0,5420.4,121040.0,161570.0,879.84,131.99,4.133389830508475,145.97,161.12
3,2015.09.30. 13:51:19,180520.0,11188.0,22419.0,161410.0,880.18,131.87,3.8633673469387757,145.84,161.22
3,2015.09.30. 13:51:20,177670.0,6691.0,33237.0,161640.0,882.54,131.77,3.6791525423728806,145.85,161.15
3,2015.09.30. 13:51:21,96747.0,9644.8,57390.0,160710.0,883.54,131.95,3.968559322033899,146.07,161.11
3,2015.09.30. 13:51:22,164970.0,7308.1,69410.0,159420.0,884.53,131.91,4.052372881355933,145.89,161.1
3,2015.09.30. 13:51:23,209080.0,6812.2,36256.0,160930.0,884.61,131.86,3.865593220338981,145.81,161.22
3,2015.09.30. 13:51:24,175890.0,5998.7,49248.0,165270.0,883.87,131.77,3.6217796610169493,145.92,161.23
3,2015.09.30. 13:51:25,129200.0,3805.2,62094.0,166400.0,881.99,131.55,3.8005932203389827,145.64,161.22
3,2015.09.30. 13:51:26,142270.0,9633.3,107950.0,167660.0,880.18,131.71,3.9215254237288137,145.67,161.41
3,2015.09.30. 13:51:27,97813.0,3741.7,57800.0,151240.0,880.3,131.75,3.9260169491525425,145.64,161.34
3,2015.09.30. 13:51:28,103840.0,6111.0,89910.0,135400.0,880.42,131.75,3.7517346938775518,145.73,161.42
3,2015.09.30. 13:51:29,139230.0,11130.0,64937.0,104550.0,882.06,131.7,3.907966101694916,145.53,161.39
3,2015.09.30. 13:51:30,126010.0,8061.2,258540.0,99760.0,884.22,131.59,3.926016949152541,145.73,161.5
3,2015.09.30. 13:51:31,89622.0,5893.4,77100.0,109820.0,896.42,131.62,3.926355932203389,145.73,161.47
3,2015.09.30. 13:51:32,116350.0,5394.4,117650.0,230300.0,924.79,131.48,3.910847457627119,145.42,161.52
3,2015.09.30. 13:51:33,67417.0,8820.5,99356.0,12773.0,927.45,131.46,4.162457627118643,145.26,161.6
3,2015.09.30. 13:51:34,280240.0,7728.0,202040.0,4168.0,928.21,131.69,4.35228813559322,144.97,161.63
3,2015.09.30. 13:51:35,182700.0,4527.1,121450.0,3146.8,930.79,132.71,4.1765254237288145,144.94,161.84
3,2015.09.30. 13:51:36,179080.0,4285.0,149450.0,3536.3,927.16,133.48,3.981525423728814,144.71,161.83
3,2015.09.30. 13:51:37,134480.0,5272.4,12813.0,6206.3,903.52,133.45,3.91135593220339,144.71,162.04
3,2015.09.30. 13:51:38,201880.0,5356.7,43382.0,2278.2,898.71,133.4,4.084322033898306,144.26,162.04
3,2015.09.30. 13:51:39,66435.0,4534.2,83466.0,2535.1,894.04,133.08,4.139491525423728,144.12,162.23
3,2015.09.30. 13:51:40,85225.0,8555.9,110700.0,3537.1,892.43,133.13,4.249745762711864,150.4,162.37
3,2015.09.30. 13:51:41,177810.0,5992.6,49889.0,3821.3,893.66,147.64,4.447711864406781,166.7,172.62
3,2015.09.30. 13:51:42,108020.0,2835.0,38329.0,5809.2,895.73,210.14,4.097799999999999,206.78,194.47
3,2015.09.30. 13:51:43,77743.0,9105.5,30959.0,5778.7,897.8,209.79,3.8586440677966105,206.42,242.06
3,2015.09.30. 13:51:44,52290.0,7390.1,79898.0,6061.7,896.86,209.39,3.7075000000000014,207.01,242.43
3,2015.09.30. 13:51:45,108640.0,5116.9,40042.0,5885.7,895.73,207.32,3.892796610169491,207.31,239.65
3,2015.09.30. 13:51:46,58509.0,6934.6,79518.0,6589.1,895.82,208.33,4.241864406779662,185.64,210.92
3,2015.09.30. 13:51:47,95585.0,5851.6,51367.0,11773.0,895.29,173.65,4.432457627118644,163.64,182.96
3,2015.09.30. 13:51:48,114390.0,5168.4,45585.0,16261.0,897.29,173.58,4.40457627118644,163.66,182.63
3,2015.09.30. 13:51:49,149600.0,5932.2,54597.0,16016.0,900.65,175.06,4.383474576271185,163.2,182.93
3,2015.09.30. 13:51:50,107630.0,6809.0,87274.0,17922.0,901.55,175.12,4.418983050847457,163.01,183.6
3,2015.09.30. 13:51:51,133720.0,10368.0,271630.0,24018.0,902.57,175.19,4.3146610169491515,163.04,183.91
3,2015.09.30. 13:51:52,157830.0,9088.4,88771.0,15905.0,901.86,175.26,3.6535897435897438,163.03,183.86
3,2015.09.30. 13:51:53,60065.0,13313.0,121370.0,102710.0,904.05,174.97,3.8038709677419367,162.55,183.91
3,2015.09.30. 13:51:54,318120.0,12772.0,130910.0,509620.0,907.38,175.32,3.1866666666666665,162.61,184.47
3,2015.09.30. 13:51:55,151380.0,10260.0,154560.0,99088.0,911.09,175.52,3.3855084745762705,162.5,184.53
3,2015.09.30. 13:51:56,113250.0,10921.0,31316.0,90128.0,916.21,175.51,3.678050847457629,162.33,184.58
3,2015.09.30. 13:51:57,95427.0,7848.3,28036.0,128570.0,922.22,175.6,3.7935897435897425,162.37,184.44
3,2015.09.30. 13:51:58,91704.0,4867.1,47277.0,212240.0,925.45,175.2,3.7941525423728817,161.9,184.56
3,2015.09.30. 13:51:59,135300.0,6313.1,34276.0,266670.0,927.16,174.99,3.7156382978723395,161.73,184.69
3,2015.09.30. 13:52:00,98578.0,5396.0,72337.0,281900.0,929.1,174.87,3.6284090909090896,161.67,184.9
3,2015.09.30. 13:52:01,95676.0,7000.1,27908.0,280550.0,930.36,174.75,3.405593220338983,162.09,184.71
3,2015.09.30. 13:52:02,88214.0,4449.4,77839.0,275810.0,930.74,174.76,3.6211702127659575,161.57,184.71
3,2015.09.30. 13:52:03,79003.0,7051.8,86388.0,267860.0,919.19,175.21,3.5243902439024413,161.67,185.25
3,2015.09.30. 13:52:04,158600.0,5071.5,68748.0,264210.0,890.09,175.77,3.578829787234042,161.81,185.2
3,2015.09.30. 13:52:05,255230.0,9001.2,224030.0,263580.0,886.24,175.81,3.5091525423728807,161.76,185.19
3,2015.09.30. 13:52:06,181950.0,10255.0,52822.0,262810.0,886.46,175.8,3.6676829268292677,162.04,185.05
3,2015.09.30. 13:52:07,72059.0,28226.0,59489.0,264600.0,886.03,174.42,3.580000000000001,161.55,185.06
3,2015.09.30. 13:52:08,130730.0,6603.4,102040.0,261240.0,891.35,172.97,3.553555555555556,162.05,185.38
3,2015.09.30. 13:52:09,57059.0,3964.2,56122.0,266180.0,889.08,172.39,3.537203389830508,162.17,185.38
3,2015.09.30. 13:52:10,49706.0,4965.0,104880.0,266890.0,893.02,171.65,3.646949152542373,162.36,185.18
3,2015.09.30. 13:52:11,74472.0,6283.8,51332.0,261920.0,897.77,171.44,3.7388983050847457,162.67,185.1
3,2015.09.30. 13:52:12,90553.0,4272.0,166800.0,259130.0,895.93,171.44,3.8527083333333336,156.66,175.56
3,2015.09.30. 13:52:13,351400.0,5732.5,160620.0,257900.0,892.46,161.58,3.7937755102040813,136.76,151.29
3,2015.09.30. 13:52:14,181110.0,6162.1,59724.0,252680.0,889.17,59.307,3.683813559322034,29.604,46.519
3,2015.09.30. 13:52:15,78407.0,8169.1,71571.0,260380.0,886.15,59.811,3.6497727272727265,26.416,42.096
3,2015.09.30. 13:52:16,97589.0,7709.2,87619.0,268870.0,885.29,59.616,3.5793220338983067,26.442,42.049
3,2015.09.30. 13:52:17,166880.0,5730.5,89679.0,286600.0,886.24,60.244,3.589634146341463,37.714,42.77
3,2015.09.30. 13:52:18,99471.0,3941.9,28423.0,298470.0,888.7,61.311,3.53228813559322,52.221,54.769
3,2015.09.30. 13:52:19,90930.0,4575.4,91008.0,290320.0,892.18,65.663,3.7239473684210527,59.745,70.723
3,2015.09.30. 13:52:20,75126.0,5162.1,52666.0,263890.0,893.22,65.561,3.782142857142856,59.837,80.017
3,2015.09.30. 13:52:21,38425.0,4457.8,27764.0,246570.0,889.39,61.61,3.4609649122807022,60.561,78.487

